                                   name  last-ACC       BWT  lACC-per(100%KD)  lACC-rel_per  BWT-per(100%KD)  BWT-rel_per
     deterministic_m:1.0_S:first_dp:0.8    0.6793 -0.021600        113.197800      4.000000       138.461538    94.983278
     deterministic_m:1.5_S:cycle_dp:0.4    0.6730 -0.026267        112.147975     11.636364       168.376068    91.081382
deterministic_m:1.0_S:ten_to_ten_dp:0.8    0.6718 -0.023867        111.948009     13.090909       152.991453    93.088071
       deterministic_m:1.5_S:mid_dp:0.8    0.6670 -0.109333        111.148142     18.909091       700.854701    21.627648
     deterministic_m:1.0_S:cycle_dp:0.6    0.6669 -0.030000        111.131478     19.030303       192.307692    87.959866
 deterministic_m:1.0_S:first_end_dp:0.4    0.6663 -0.143867        111.031495     19.757576       922.222222    -7.246377
       deterministic_m:1.0_S:end_dp:0.6    0.6656 -0.122933        110.914848     20.606061       788.034188    10.256410
       deterministic_m:1.5_S:end_dp:0.6    0.6656 -0.122933        110.914848     20.606061       788.034188    10.256410
       deterministic_m:2.0_S:end_dp:0.6    0.6656 -0.122933        110.914848     20.606061       788.034188    10.256410
     deterministic_m:1.5_S:first_dp:0.8    0.6613 -0.019733        110.198300     25.818182       126.495726    96.544036
deterministic_m:1.5_S:ten_to_ten_dp:0.8    0.6598 -0.022400        109.948342     27.636364       143.589744    94.314381
     deterministic_m:1.0_S:cycle_dp:0.8    0.6597 -0.011200        109.931678     27.757576        71.794872   103.678930
       deterministic_m:1.0_S:end_dp:0.8    0.6596 -0.107200        109.915014     27.878788       687.179487    23.411371
     deterministic_m:1.5_S:cycle_dp:0.6    0.6576 -0.013333        109.581736     30.303030        85.470085   101.895206
       deterministic_m:0.5_S:all_dp:1.0    0.6565 -0.030667        109.398434     31.636364       196.581197    87.402453
     deterministic_m:2.0_S:cycle_dp:0.4    0.6506 -0.034000        108.415264     38.787879       217.948718    84.615385
     deterministic_m:2.0_S:first_dp:0.8    0.6501 -0.012667        108.331945     39.393939        81.196581   102.452620
       deterministic_m:1.5_S:end_dp:0.8    0.6440 -0.119333        107.315447     46.787879       764.957265    13.266444
       deterministic_m:2.0_S:end_dp:0.8    0.6440 -0.119333        107.315447     46.787879       764.957265    13.266444
       deterministic_m:0.5_S:end_dp:0.8    0.6430 -0.144800        107.148809     48.000000       928.205128    -8.026756
deterministic_m:2.0_S:ten_to_ten_dp:0.8    0.6429 -0.029600        107.132145     48.121212       189.743590    88.294314
     deterministic_m:2.0_S:cycle_dp:0.6    0.6342 -0.024933        105.682386     58.666667       159.829060    92.196210
     deterministic_m:1.5_S:cycle_dp:0.8    0.6252 -0.037867        104.182636     69.575758       242.735043    81.382386
     deterministic_m:2.0_S:cycle_dp:0.8    0.6199 -0.025200        103.299450     76.000000       161.538462    91.973244
       deterministic_m:1.0_S:all_dp:1.0    0.6001 -0.015600        100.000000    100.000000       100.000000   100.000000
       deterministic_m:1.5_S:all_dp:1.0    0.5976  0.000800         99.583403    103.030303        -5.128205   113.712375
       deterministic_m:2.0_S:all_dp:1.0    0.5840  0.000133         97.317114    119.515152        -0.854701   113.154961
